,DEPT,GR_ARC,P28H_UNC,RHOB,TNPH,kmeans
9192,1625.96,44.1,2.14,2.48,0.23,0
9193,1626.11,42.46,2.02,2.47,0.23,0
9194,1626.26,41.78,2.02,2.47,0.23,0
9195,1626.41,41.27,2.11,2.48,0.23,0
9196,1626.57,40.52,2.18,2.48,0.22,0
9197,1626.72,38.04,2.27,2.49,0.21,0
9198,1626.87,37.53,2.3,2.5,0.21,0
9199,1627.02,34.41,2.31,2.51,0.21,0
9200,1627.17,34.89999999999999,2.32,2.5,0.21,0
9201,1627.33,35.53,2.33,2.49,0.21,0
9202,1627.48,34.34,2.31,2.48,0.22,0
9203,1627.63,32.59,2.24,2.47,0.22,0
9204,1627.78,31.74,2.16,2.47,0.21,0
9205,1627.94,33.22,2.16,2.48,0.21,0
9206,1628.09,35.26,2.21,2.49,0.22,0
9207,1628.24,36.11,2.19,2.49,0.23,0
9208,1628.39,36.55,2.19,2.49,0.21,0
9209,1628.55,35.77,2.29,2.49,0.2,0
9210,1628.7,33.83,2.35,2.48,0.2,0
9211,1628.85,32.71,2.26,2.46,0.19,0
9212,1629.0,33.9,2.21,2.45,0.19,0
9213,1629.16,34.870000000000005,2.27,2.45,0.2,0
9214,1629.31,36.91,2.3,2.46,0.21,0
9215,1629.46,36.73,2.25,2.47,0.22,0
9216,1629.61,38.26,2.25,2.47,0.22,0
9217,1629.77,40.62,2.26,2.49,0.23,0
9218,1629.92,42.67,2.19,2.5,0.23,0
9219,1630.07,44.76,2.18,2.5,0.22,0
9220,1630.22,46.02,2.23,2.5,0.22,0
9221,1630.38,45.01,2.26,2.51,0.22,0
9222,1630.53,43.09,2.37,2.49,0.22,0
9223,1630.68,39.06,2.43,2.5,0.21,0
9224,1630.83,36.66,2.55,2.5,0.21,0
9225,1630.98,36.1,2.53,2.54,0.2,0
9226,1631.14,36.73,2.41,2.54,0.21,0
9227,1631.29,39.52,2.34,2.55,0.22,0
9228,1631.44,41.66,2.14,2.53,0.22,0
9229,1631.59,44.27,2.05,2.53,0.22,0
9230,1631.75,45.97,2.08,2.52,0.22,0
9231,1631.9,45.24,2.15,2.53,0.22,0
9232,1632.05,45.47,2.2,2.52,0.22,0
9233,1632.2,46.5,2.34,2.5,0.23,0
9234,1632.36,46.22,2.35,2.49,0.23,0
9235,1632.51,44.91,2.21,2.5,0.23,0
9236,1632.66,43.6,2.13,2.53,0.23,0
9237,1632.81,44.95,2.0,2.52,0.24,0
9238,1632.97,46.19,1.91,2.52,0.24,0
9239,1633.12,48.13,1.69,2.52,0.24,2
9240,1633.27,50.12,1.7,2.52,0.24,2
9241,1633.42,48.93,1.83,2.53,0.24,0
9242,1633.58,45.63,1.97,2.52,0.24,0
9243,1633.73,42.63,1.93,2.52,0.23,0
9244,1633.88,44.23,1.92,2.52,0.23,0
9245,1634.03,46.56,1.94,2.52,0.23,0
9246,1634.19,49.12,1.9,2.53,0.23,0
9247,1634.34,47.93,1.94,2.54,0.24,0
9248,1634.49,44.86,2.02,2.53,0.24,0
9249,1634.64,40.66,2.13,2.52,0.24,0
9250,1634.79,38.38,2.24,2.52,0.23,0
9251,1634.95,37.53,2.25,2.54,0.23,0
9252,1635.1,39.23,2.19,2.55,0.23,0
9253,1635.25,41.05,2.24,2.55,0.23,0
9254,1635.4,42.19,2.25,2.54,0.22,0
9255,1635.56,40.95,2.28,2.53,0.22,0
9256,1635.71,42.6,2.41,2.52,0.21,0
9257,1635.86,42.94,2.37,2.52,0.21,0
9258,1636.01,44.47,2.35,2.52,0.21,0
9259,1636.17,44.81,2.27,2.52,0.21,0
9260,1636.32,47.81,1.98,2.51,0.22,0
9261,1636.47,50.58,1.99,2.5,0.22,0
9262,1636.62,51.02,1.95,2.5,0.22,0
9263,1636.78,51.31,1.93,2.51,0.23,0
9264,1636.93,51.36,1.87,2.51,0.24,0
9265,1637.08,50.12,1.8,2.51,0.25,2
9266,1637.23,49.56,1.81,2.5,0.24,2
9267,1637.39,49.17,1.85,2.51,0.25,0
9268,1637.54,51.26,1.85,2.5,0.26,2
9269,1637.69,52.45,1.89,2.5,0.25,2
9270,1637.84,51.31,1.96,2.5,0.25,0
9271,1638.0,51.19,1.96,2.51,0.24,0
9272,1638.15,51.3,1.89,2.51,0.23,0
9273,1638.3,51.93,1.92,2.51,0.23,0
9274,1638.45,49.9,1.88,2.52,0.24,0
9275,1638.6,47.59,1.89,2.52,0.25,0
9276,1638.76,48.61,1.91,2.51,0.25,0
9277,1638.91,48.66,1.94,2.51,0.24,0
9278,1639.06,47.18,2.08,2.51,0.24,0
9279,1639.21,40.64,2.2,2.51,0.24,0
9280,1639.37,37.7,2.18,2.51,0.24,0
9281,1639.52,38.89,2.1,2.52,0.23,0
9282,1639.67,41.63,2.09,2.53,0.23,0
9283,1639.82,42.58,2.08,2.53,0.24,0
9284,1639.98,42.02,2.08,2.52,0.24,0
9285,1640.13,42.58,2.06,2.52,0.24,0
9286,1640.28,42.87,2.03,2.51,0.23,0
9287,1640.43,41.9,2.01,2.51,0.22,0
9288,1640.59,41.15,1.92,2.51,0.22,0
9289,1640.74,41.83,1.88,2.51,0.24,0
9290,1640.89,44.9,1.85,2.5,0.25,0
9291,1641.04,47.18,1.86,2.5,0.25,0
9292,1641.2,45.82,1.91,2.5,0.26,0
9293,1641.35,42.34,1.95,2.5,0.25,0
9294,1641.5,38.77,1.94,2.51,0.24,0
9295,1641.65,40.13,1.92,2.5,0.24,0
9296,1641.81,40.88,1.89,2.51,0.24,0
9297,1641.96,42.36,1.86,2.51,0.25,0
9298,1642.11,39.86,1.87,2.52,0.24,0
9299,1642.26,40.15,1.96,2.53,0.24,0
9300,1642.41,40.25,1.99,2.52,0.23,0
9301,1642.57,42.92,1.98,2.53,0.23,0
9302,1642.72,42.46,1.99,2.51,0.24,0
9303,1642.87,42.92,1.97,2.51,0.23,0
9304,1643.02,41.78,2.0,2.5,0.23,0
9305,1643.18,41.27,2.08,2.48,0.22,0
9306,1643.33,40.08,2.07,2.48,0.22,0
9307,1643.48,40.2,2.12,2.49,0.22,0
9308,1643.63,40.83,2.05,2.53,0.22,0
9309,1643.79,41.68,2.05,2.52,0.23,0
9310,1643.94,41.27,2.04,2.52,0.24,0
9311,1644.09,43.19,1.96,2.5,0.24,0
9312,1644.24,44.61,1.94,2.5,0.23,0
9313,1644.4,45.19,1.86,2.49,0.25,0
9314,1644.55,42.75,1.8,2.48,0.26,2
9315,1644.7,41.29,1.91,2.48,0.25,0
9316,1644.85,39.41,2.01,2.5,0.23,0
9317,1645.01,38.16,1.97,2.51,0.23,0
9318,1645.16,37.75,1.85,2.51,0.24,0
9319,1645.31,39.23,1.83,2.5,0.24,0
9320,1645.46,40.64,1.9,2.5,0.25,0
9321,1645.62,39.5,2.05,2.51,0.24,0
9322,1645.77,38.7,2.02,2.52,0.23,0
9323,1645.92,36.61,2.11,2.52,0.22,0
9324,1646.07,34.89999999999999,2.27,2.53,0.22,0
9325,1646.22,33.88000000000001,2.21,2.54,0.21,0
9326,1646.38,35.58,2.25,2.53,0.21,0
9327,1646.53,37.29,2.22,2.52,0.21,0
9328,1646.68,37.8,2.27,2.52,0.21,0
9329,1646.83,36.04,2.37,2.53,0.21,0
9330,1646.99,35.09,2.41,2.52,0.21,0
9331,1647.14,35.81999999999999,2.39,2.5,0.21,0
9332,1647.29,36.62,2.34,2.49,0.21,0
9333,1647.44,36.28,2.41,2.51,0.21,0
9334,1647.6,34.65,2.31,2.52,0.21,0
9335,1647.75,34.36,2.28,2.54,0.21,0
9336,1647.9,35.72,2.17,2.52,0.22,0
9337,1648.05,38.09,2.16,2.51,0.22,0
9338,1648.21,39.79,2.24,2.51,0.22,0
9339,1648.36,40.81,2.26,2.53,0.22,0
9340,1648.51,40.15,2.32,2.52,0.22,0
9341,1648.66,39.35,2.34,2.5,0.21,0
9342,1648.82,35.81999999999999,2.33,2.48,0.21,0
9343,1648.97,32.64,2.4,2.49,0.2,0
9344,1649.12,29.810000000000002,2.43,2.48,0.21,0
9345,1649.27,30.89,2.41,2.49,0.21,0
9346,1649.43,30.77,2.38,2.49,0.21,0
9347,1649.58,30.02,2.35,2.49,0.21,0
9348,1649.73,28.61,2.37,2.49,0.2,0
9349,1649.88,29.18,2.41,2.5,0.2,0
9350,1650.03,31.179999999999996,2.33,2.53,0.2,0
9351,1650.19,33.51,2.36,2.54,0.2,0
9352,1650.34,35.43,2.41,2.53,0.21,0
9353,1650.49,35.31,2.44,2.52,0.21,0
9354,1650.64,33.39,2.47,2.51,0.21,0
9355,1650.8,30.38,2.47,2.53,0.21,0
9356,1650.95,28.16,2.51,2.53,0.2,0
9357,1651.1,28.380000000000003,2.58,2.54,0.2,0
9358,1651.25,30.72,2.59,2.53,0.19,0
9359,1651.41,31.620000000000005,2.59,2.52,0.19,0
9360,1651.56,32.18,2.61,2.5,0.19,0
9361,1651.71,30.02,2.6,2.5,0.19,0
9362,1651.86,31.57,2.53,2.5,0.2,0
9363,1652.02,33.0,2.42,2.52,0.2,0
9364,1652.17,35.11,2.42,2.53,0.2,0
9365,1652.32,34.48,2.49,2.54,0.21,0
9366,1652.47,33.56,2.5,2.54,0.21,0
9367,1652.63,33.56,2.34,2.53,0.22,0
9368,1652.78,34.12,2.24,2.51,0.23,0
9369,1652.93,34.19,2.42,2.51,0.25,0
9370,1653.08,34.239999999999995,2.03,2.52,0.26,0
9371,1653.24,36.5,1.87,2.51,0.26,0
9372,1653.39,39.79,1.8,2.52,0.26,0
9373,1653.54,41.78,1.91,2.53,0.25,0
9374,1653.69,42.82,1.93,2.52,0.25,0
9375,1653.84,42.43,1.91,2.51,0.25,0
9376,1654.0,43.16,1.92,2.5,0.26,0
9377,1654.15,44.01,1.91,2.51,0.25,0
9378,1654.3,45.53,1.91,2.52,0.26,0
9379,1654.45,47.62,2.01,2.53,0.26,0
9380,1654.61,45.58,2.11,2.55,0.25,0
9381,1654.76,41.95,2.27,2.53,0.24,0
9382,1654.91,38.21,2.27,2.53,0.22,0
9383,1655.06,36.44,2.33,2.51,0.22,0
9384,1655.22,34.89999999999999,2.52,2.51,0.22,0
9385,1655.37,34.51,2.47,2.5,0.22,0
9386,1655.52,35.81999999999999,2.32,2.5,0.23,0
9387,1655.67,37.3,2.33,2.51,0.23,0
9388,1655.83,37.3,2.34,2.5,0.23,0
9389,1655.98,37.53,2.34,2.51,0.23,0
9390,1656.13,39.69,2.39,2.51,0.23,0
9391,1656.28,39.69,2.46,2.52,0.23,0
9392,1656.44,37.88,2.45,2.52,0.22,0
9393,1656.59,33.8,2.5,2.53,0.22,0
9394,1656.74,31.58,2.52,2.52,0.22,0
9395,1656.89,30.78,2.49,2.53,0.22,0
9396,1657.05,31.860000000000003,2.42,2.52,0.22,0
9397,1657.2,33.73,2.52,2.53,0.22,0
9398,1657.35,34.92,2.57,2.51,0.21,0
9399,1657.5,32.25,2.65,2.51,0.21,0
9400,1657.65,29.92,2.71,2.51,0.22,0
9401,1657.81,26.73,2.62,2.49,0.22,0
9402,1657.96,26.46,2.61,2.49,0.21,0
9403,1658.11,26.29,2.67,2.49,0.21,0
9404,1658.26,25.56,2.65,2.51,0.22,0
9405,1658.42,25.95,2.51,2.52,0.22,0
9406,1658.57,27.040000000000003,2.46,2.52,0.22,0
9407,1658.72,28.79,2.46,2.51,0.22,0
9408,1658.87,29.92,2.42,2.52,0.22,0
9409,1659.03,31.28,2.33,2.52,0.23,0
9410,1659.18,33.05,2.33,2.52,0.23,0
9411,1659.33,34.14,2.38,2.51,0.24,0
9412,1659.48,32.54,2.39,2.51,0.23,0
9413,1659.64,32.64,2.34,2.53,0.22,0
9414,1659.79,33.03,2.15,2.52,0.23,0
9415,1659.94,34.78,2.17,2.51,0.22,0
9416,1660.09,33.59,2.25,2.5,0.23,0
9417,1660.25,34.0,2.31,2.52,0.24,0
9418,1660.4,34.51,2.09,2.51,0.25,0
9419,1660.55,37.87,2.0,2.5,0.25,0
9420,1660.7,41.03,1.9,2.48,0.26,0
9421,1660.86,44.44,1.8,2.46,0.28,2
9422,1661.01,46.43,1.84,2.47,0.27,2
9423,1661.16,46.38,1.89,2.49,0.25,0
9424,1661.31,41.9,2.11,2.51,0.25,0
9425,1661.46,37.47,2.05,2.51,0.26,0
9426,1661.62,33.95,2.02,2.51,0.27,0
9427,1661.77,35.77,1.96,2.51,0.25,0
9428,1661.92,39.69,1.91,2.51,0.26,0
9429,1662.07,43.21,1.89,2.49,0.25,0
9430,1662.23,44.62,1.91,2.49,0.25,0
9431,1662.38,43.87,1.95,2.51,0.24,0
9432,1662.53,41.66,2.17,2.51,0.23,0
9433,1662.68,37.47,2.44,2.5,0.22,0
9434,1662.84,33.22,2.44,2.5,0.21,0
9435,1662.99,31.91,2.43,2.51,0.22,0
9436,1663.14,31.45,2.52,2.52,0.22,0
9437,1663.29,31.91,2.53,2.52,0.22,0
9438,1663.45,31.47,2.48,2.52,0.22,0
9439,1663.6,33.39,2.41,2.52,0.23,0
9440,1663.75,34.870000000000005,2.35,2.51,0.23,0
9441,1663.9,35.43,2.31,2.51,0.22,0
9442,1664.06,34.36,2.43,2.51,0.22,0
9443,1664.21,31.64,2.49,2.52,0.21,0
9444,1664.36,29.810000000000002,2.58,2.53,0.21,0
9445,1664.51,30.21,2.64,2.55,0.21,0
9446,1664.67,31.55,2.63,2.53,0.22,0
9447,1664.82,31.96,2.63,2.52,0.23,0
9448,1664.97,29.92,2.59,2.48,0.24,0
9449,1665.12,27.55,2.57,2.47,0.23,0
9450,1665.27,26.919999999999998,2.54,2.48,0.22,0
9451,1665.43,27.94,2.6,2.49,0.22,0
9452,1665.58,29.64,2.63,2.49,0.2,0
9453,1665.73,29.810000000000002,2.68,2.49,0.2,0
9454,1665.88,28.67,2.76,2.49,0.2,0
9461,1666.95,32.64,2.9,2.48,0.22,0
9462,1667.1,30.94,2.71,2.5,0.22,0
9463,1667.26,29.29,2.67,2.5,0.22,0
9464,1667.41,27.82,2.58,2.5,0.21,0
9465,1667.56,27.38,2.48,2.5,0.21,0
9466,1667.71,27.33,2.49,2.49,0.21,0
9467,1667.87,29.59,2.46,2.51,0.21,0
9468,1668.02,31.64,2.47,2.5,0.21,0
9469,1668.17,32.93,2.45,2.52,0.21,0
9470,1668.32,34.07,2.52,2.49,0.21,0
9471,1668.48,33.27,2.51,2.47,0.21,0
9472,1668.63,31.059999999999995,2.4,2.45,0.21,0
9473,1668.78,25.999999999999996,2.41,2.46,0.21,0
9474,1668.93,24.810000000000002,2.54,2.47,0.21,0
9475,1669.08,25.730000000000004,2.53,2.48,0.21,0
9476,1669.24,28.33,2.53,2.48,0.21,0
9477,1669.39,28.62,2.52,2.49,0.2,0
9478,1669.54,28.84,2.59,2.51,0.2,0
9479,1669.69,29.24,2.71,2.51,0.2,0
9480,1669.85,29.29,2.91,2.51,0.2,0
9481,1670.0,29.24,2.89,2.51,0.2,0
9482,1670.15,29.47,2.81,2.51,0.21,0
9483,1670.3,30.15,2.74,2.51,0.21,0
9484,1670.46,31.860000000000003,2.71,2.51,0.2,0
9485,1670.61,31.35,2.71,2.51,0.2,0
9486,1670.76,30.44,2.71,2.5,0.2,0
9487,1670.91,29.810000000000002,2.72,2.49,0.2,0
9488,1671.07,31.81,2.77,2.5,0.2,0
9489,1671.22,33.05,2.78,2.49,0.2,0
9490,1671.37,34.58,2.66,2.51,0.21,0
9491,1671.52,36.9,2.72,2.52,0.22,0
9492,1671.68,38.89,2.68,2.54,0.23,0
9493,1671.83,40.32,2.62,2.53,0.22,0
9494,1671.98,40.44,2.64,2.51,0.22,0
9495,1672.13,38.67,2.77,2.5,0.22,0
9496,1672.29,35.19,2.87,2.5,0.22,0
9497,1672.44,33.31999999999999,2.88,2.5,0.21,0
9498,1672.59,34.85,2.63,2.52,0.21,0
9499,1672.74,37.7,2.59,2.52,0.22,0
9500,1672.89,38.84,2.59,2.54,0.22,0
9501,1673.05,37.37,2.71,2.53,0.23,0
9502,1673.2,35.6,2.73,2.54,0.22,0
9503,1673.35,33.27,2.83,2.52,0.21,0
9504,1673.5,34.12,2.92,2.52,0.22,0
9505,1673.66,36.11,2.76,2.49,0.22,0
9506,1673.81,37.64,2.76,2.5,0.22,0
9507,1673.96,37.24,2.81,2.5,0.21,0
9508,1674.11,35.14,2.92,2.51,0.21,0
9515,1675.18,36.16,2.71,2.47,0.23,0
9516,1675.33,40.81,2.15,2.49,0.25,0
9517,1675.49,42.96,1.99,2.48,0.25,0
9518,1675.64,44.04,1.86,2.47,0.26,2
9519,1675.79,42.68,1.78,2.46,0.25,2
9520,1675.94,42.85,1.73,2.46,0.25,2
9521,1676.1,42.8,1.74,2.48,0.24,2
9522,1676.25,44.5,1.92,2.47,0.24,0
9523,1676.4,42.46,2.02,2.47,0.23,0
9524,1676.55,40.47,1.99,2.46,0.23,0
9525,1676.7,37.64,2.21,2.48,0.23,0
9526,1676.86,37.54,2.17,2.48,0.23,0
9527,1677.01,36.13,2.13,2.47,0.23,0
9528,1677.16,34.75,2.23,2.46,0.23,0
9529,1677.31,36.55,2.17,2.47,0.23,0
9530,1677.47,40.4,2.02,2.47,0.22,0
9531,1677.62,45.0,2.25,2.48,0.22,0
9532,1677.77,42.96,2.46,2.46,0.22,0
9533,1677.92,36.95,2.97,2.44,0.21,0
9534,1678.08,30.21,2.97,2.46,0.21,0
9535,1678.23,29.47,2.98,2.49,0.2,0
9537,1678.53,36.21,2.97,2.48,0.2,0
9538,1678.69,37.12,2.8,2.48,0.2,0
9539,1678.84,35.07,2.52,2.52,0.2,0
9540,1678.99,32.52,2.48,2.51,0.2,0
9541,1679.14,30.14,2.37,2.52,0.2,0
9542,1679.3,30.04,2.33,2.49,0.2,0
9543,1679.45,30.15,2.09,2.49,0.21,0
9544,1679.6,34.14,1.83,2.48,0.23,0
9545,1679.75,39.47,1.71,2.48,0.26,2
9546,1679.91,42.8,1.76,2.47,0.26,2
9547,1680.06,40.64,1.98,2.48,0.25,0
9548,1680.21,38.31,1.97,2.5,0.23,0
9549,1680.36,38.72,1.94,2.53,0.23,0
9550,1680.51,39.45,2.04,2.52,0.22,0
9551,1680.67,34.63,2.07,2.51,0.21,0
9552,1680.82,27.070000000000004,2.07,2.47,0.2,0
9553,1680.97,20.67,2.1,2.45,0.19,0
9554,1681.12,19.14,2.17,2.47,0.19,0
9555,1681.28,21.590000000000003,2.24,2.49,0.16,0
9556,1681.43,25.32,2.32,2.51,0.18,0
9557,1681.58,27.24,2.32,2.49,0.2,0
9558,1681.73,28.09,2.28,2.49,0.21,0
9559,1681.89,30.669999999999998,2.21,2.51,0.21,0
9560,1682.04,33.68,2.21,2.51,0.22,0
9561,1682.19,34.19,2.34,2.52,0.22,0
9562,1682.34,31.979999999999997,2.3,2.52,0.22,0
9563,1682.5,32.44,2.26,2.52,0.21,0
9564,1682.65,31.41,2.38,2.49,0.2,0
9565,1682.8,31.64,2.49,2.49,0.19,0
9566,1682.95,30.550000000000004,2.45,2.48,0.19,0
9567,1683.11,32.35,2.19,2.48,0.2,0
9568,1683.26,32.57,2.22,2.5,0.2,0
9569,1683.41,33.31999999999999,2.35,2.54,0.2,0
9570,1683.56,34.75,2.13,2.55,0.21,0
9571,1683.72,38.61,1.94,2.53,0.23,0
9572,1683.87,42.92,1.83,2.5,0.23,0
9573,1684.02,47.35,1.85,2.51,0.23,0
9574,1684.17,45.13,2.02,2.51,0.23,0
9575,1684.32,42.12,2.17,2.5,0.22,0
9576,1684.48,38.38,2.18,2.5,0.22,0
9577,1684.63,39.74,2.18,2.5,0.21,0
9578,1684.78,40.08,2.18,2.51,0.23,0
9579,1684.93,40.88,2.21,2.5,0.24,0
9580,1685.09,39.01,2.22,2.51,0.24,0
9581,1685.24,38.22,2.14,2.5,0.23,0
9582,1685.39,36.96,2.18,2.52,0.22,0
9583,1685.54,37.18,2.27,2.54,0.22,0
9584,1685.7,36.78,2.33,2.57,0.21,0
9585,1685.85,35.19,2.36,2.55,0.21,0
9586,1686.0,33.66,2.35,2.53,0.21,0
9587,1686.15,31.96,2.38,2.49,0.21,0
9588,1686.31,31.67,2.48,2.5,0.22,0
9589,1686.46,31.74,2.49,2.5,0.22,0
9590,1686.61,33.51,2.38,2.51,0.22,0
9591,1686.76,35.94,2.35,2.5,0.21,0
9592,1686.92,39.4,2.28,2.49,0.21,0
9593,1687.07,39.67,2.35,2.49,0.21,0
9594,1687.22,37.75,2.41,2.49,0.21,0
9595,1687.37,34.46,2.46,2.51,0.22,0
9596,1687.53,33.9,2.29,2.52,0.23,0
9597,1687.68,35.94,2.04,2.53,0.24,0
9598,1687.83,41.15,1.92,2.5,0.26,0
9599,1687.98,44.33,2.05,2.49,0.26,0
9600,1688.13,43.65,2.12,2.5,0.27,0
9601,1688.29,42.8,1.88,2.53,0.27,0
9602,1688.44,43.87,1.78,2.53,0.27,0
9603,1688.59,46.89,1.84,2.53,0.27,0
9604,1688.74,47.13,2.0,2.52,0.25,0
9605,1688.9,45.13,2.0,2.52,0.25,0
9606,1689.05,42.97,1.86,2.51,0.26,0
9607,1689.2,41.03,1.87,2.52,0.27,0
9608,1689.35,40.52,2.05,2.52,0.27,0
9609,1689.51,41.54,2.16,2.54,0.26,0
9610,1689.66,41.49,2.28,2.55,0.25,0
9611,1689.81,41.15,2.17,2.56,0.24,0
9612,1689.96,39.45,2.09,2.55,0.24,0
9613,1690.12,41.2,1.78,2.52,0.25,0
9614,1690.27,43.98,1.8,2.5,0.27,2
9615,1690.42,46.14,1.95,2.5,0.27,0
9616,1690.57,45.19,2.21,2.51,0.26,0
9617,1690.73,41.97,2.37,2.52,0.24,0
9618,1690.88,40.66,2.15,2.51,0.24,0
9619,1691.03,39.3,2.13,2.52,0.24,0
9620,1691.18,39.4,2.39,2.51,0.24,0
9621,1691.34,37.13,2.5,2.52,0.22,0
9622,1691.49,37.58,2.48,2.52,0.22,0
9623,1691.64,37.58,2.42,2.51,0.23,0
9624,1691.79,37.58,2.5,2.5,0.24,0
9625,1691.94,36.67,2.39,2.51,0.23,0
9626,1692.1,35.48,2.23,2.52,0.21,0
9627,1692.25,36.67,2.21,2.52,0.22,0
9628,1692.4,37.53,2.52,2.51,0.24,0
9629,1692.55,37.87,2.57,2.5,0.24,0
9630,1692.71,39.06,2.56,2.5,0.23,0
9631,1692.86,41.44,2.18,2.49,0.22,0
9632,1693.01,45.25,2.03,2.49,0.22,0
9633,1693.16,50.48,1.71,2.47,0.24,2
9634,1693.32,54.56,1.48,2.46,0.26,2
9635,1693.47,54.79,1.4,2.46,0.28,2
9636,1693.62,50.63,1.38,2.49,0.28,2
9637,1693.77,47.57,1.51,2.5,0.28,2
9638,1693.93,45.41,1.68,2.51,0.29,2
9639,1694.08,44.84,1.76,2.49,0.31,2
9640,1694.23,41.95,1.78,2.5,0.31,2
9641,1694.38,41.85,1.74,2.52,0.29,2
9642,1694.54,44.06,1.61,2.52,0.28,2
9643,1694.69,47.69,1.55,2.5,0.28,2
9644,1694.84,50.07,1.59,2.49,0.3,2
9645,1694.99,48.81,1.73,2.47,0.29,2
9646,1695.15,45.92,1.76,2.48,0.28,2
9647,1695.3,43.76,1.67,2.49,0.29,2
9648,1695.45,43.41,1.45,2.5,0.3,2
9649,1695.6,45.92,1.36,2.48,0.3,2
9650,1695.75,49.32,1.4,2.46,0.29,2
9651,1695.91,53.02,1.54,2.46,0.28,2
9652,1696.06,53.02,1.66,2.47,0.31,2
9653,1696.21,49.22,1.62,2.48,0.32,2
9654,1696.36,45.59,1.54,2.48,0.33,2
9655,1696.52,45.08,1.42,2.49,0.3,2
9656,1696.67,50.19,1.33,2.45,0.29,2
9657,1696.82,52.91,1.37,2.43,0.28,2
9658,1696.97,53.36,1.53,2.42,0.29,2
9659,1697.13,50.46,1.58,2.45,0.31,2
9660,1697.28,48.52,1.67,2.48,0.3,2
9661,1697.43,48.47,1.49,2.51,0.32,2
9662,1697.58,50.45,1.37,2.51,0.31,2
9663,1697.74,53.41,1.32,2.5,0.32,1
9664,1697.89,55.57,1.33,2.49,0.31,2
9665,1698.04,55.01,1.4,2.49,0.31,2
9666,1698.19,53.36,1.49,2.48,0.32,2
9667,1698.35,50.68,1.46,2.48,0.32,2
9668,1698.5,50.05,1.4,2.48,0.32,2
9669,1698.65,48.93,1.39,2.48,0.3,2
9670,1698.8,49.39,1.47,2.48,0.31,2
9671,1698.96,49.17,1.62,2.49,0.32,2
9672,1699.11,48.71,1.66,2.48,0.34,2
9673,1699.26,47.96,1.62,2.49,0.33,2
9674,1699.41,48.4,1.41,2.49,0.31,2
9675,1699.56,51.98,1.3,2.48,0.3,2
9676,1699.72,54.82,1.32,2.46,0.28,2
9677,1699.87,54.48,1.41,2.46,0.29,2
9678,1700.02,52.37,1.37,2.46,0.3,2
9679,1700.17,51.86,1.34,2.45,0.31,2
9680,1700.33,51.86,1.34,2.46,0.29,2
9681,1700.48,51.07,1.33,2.45,0.28,2
9682,1700.63,50.9,1.24,2.47,0.29,2
9683,1700.78,52.9,1.21,2.46,0.32,1
9684,1700.94,54.65,1.19,2.46,0.33,1
9685,1701.09,55.84,1.2,2.45,0.35,1
9686,1701.24,56.86,1.24,2.45,0.36,1
9687,1701.39,56.47,1.29,2.47,0.37,1
9688,1701.55,54.72,1.36,2.48,0.36,1
9689,1701.7,53.13,1.41,2.49,0.33,1
9690,1701.85,54.45,1.35,2.48,0.33,1
9691,1702.0,57.0,1.34,2.46,0.31,1
9692,1702.16,57.46,1.34,2.45,0.31,1
9693,1702.31,55.98,1.33,2.45,0.32,1
9694,1702.46,53.59,1.35,2.47,0.33,1
9695,1702.61,53.36,1.42,2.49,0.32,1
9696,1702.77,55.01,1.49,2.5,0.33,1
9697,1702.92,55.64,1.47,2.5,0.33,1
9698,1703.07,54.45,1.33,2.49,0.33,1
9699,1703.22,52.23,1.27,2.48,0.33,1
9700,1703.37,51.82,1.3,2.48,0.34,1
9701,1703.53,52.79,1.28,2.47,0.35,1
9702,1703.68,56.25,1.19,2.48,0.37,1
9703,1703.83,55.18,1.2,2.48,0.35,1
9704,1703.98,56.42,1.27,2.47,0.34,1
9705,1704.14,54.16,1.24,2.45,0.34,1
9706,1704.29,55.35,1.21,2.44,0.33,1
9707,1704.44,54.16,1.18,2.44,0.34,1
9708,1704.59,52.05,1.21,2.45,0.33,1
9709,1704.75,51.59,1.28,2.45,0.33,1
9710,1704.9,51.48,1.35,2.45,0.34,1
9711,1705.05,52.67,1.37,2.44,0.36,1
9712,1705.2,49.32,1.32,2.45,0.35,1
9713,1705.36,48.35,1.35,2.46,0.33,1
9714,1705.51,48.69,1.34,2.47,0.32,2
9715,1705.66,52.5,1.33,2.47,0.31,2
9716,1705.81,52.85,1.38,2.48,0.27,2
9717,1705.97,51.31,1.37,2.49,0.33,1
9718,1706.12,48.59,1.37,2.52,0.34,1
9719,1706.27,47.11,1.41,2.52,0.36,1
9720,1706.42,46.84,1.39,2.51,0.35,1
9721,1706.58,47.52,1.38,2.48,0.33,1
9722,1706.73,47.01,1.44,2.46,0.31,2
9723,1706.88,47.69,1.55,2.47,0.31,2
9724,1707.03,46.89,1.54,2.47,0.31,2
9725,1707.18,47.18,1.56,2.5,0.32,2
9726,1707.34,45.47,1.55,2.5,0.31,2
9727,1707.49,46.27,1.51,2.5,0.31,2
9728,1707.64,45.93,1.4,2.48,0.29,2
9729,1707.79,48.49,1.35,2.49,0.3,2
9730,1707.95,51.26,1.33,2.5,0.29,2
9731,1708.1,52.11,1.32,2.5,0.31,2
9732,1708.25,51.93,1.31,2.49,0.31,2
9733,1708.4,52.05,1.29,2.47,0.32,1
9734,1708.56,54.53,1.28,2.46,0.32,1
9735,1708.71,55.62,1.31,2.46,0.33,1
9736,1708.86,53.8,1.35,2.46,0.34,1
